HRV_CVNN-D-HRV_pNN50,neutral,angry,sad,fear,happy,surprise,Alpha_F4-D-Alpha_FP2,Theta_F4-D-Theta_C4,HRV_HTI-D-HRV_C2d,HighBeta_C4,LowBeta_FP2-D-HighBeta_FP1,Fatigue-D-Alpha_FP2,Gamma_F3-D-Fatigue,Theta_F4-D-Alpha_F4,Fatigue-D-Alpha_PZ,Theta_C4-D-Alpha_FP2,Gamma_F3-D-Load,HRV_MeanNN-D-HRV_CVNN,HRV_HTI-M-HRV_DFA,LowBeta_FP1-D-LowBeta_FP2,hf-L,Alpha_FP1-M-Load,HRV_LFn-M-HRV_HFn,Alpha_FP2-D-Theta_C4,Fatigue,HRV_HTI,Alpha_F3-M-Load,HRV_PIP-M-HRV_Cd,Gamma_C4,Alpha_FP2-M-Fatigue,Theta_C4-D-Theta_FP2,HRV_MCVNN-M-HRV_PAS,Alpha_C3-M-Load,Alpha_C4-D-Fatigue,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,LowBeta_FP2-M-Gamma_PZ,Alpha_F4-D-Theta_F4,Load,Fatigue-D-Alpha_C4,HighBeta_PZ,HRV_MCVNN-D-HRV_IQRNN,Gamma_FP1-D-Fatigue,p_total-L,Alpha_C4-M-Fatigue,Gamma_F3-M-Fatigue,Alpha_PZ-M-Fatigue,HRV_PAS-M-HRV_SampEn,Gamma_FP2-M-Fatigue,Fatigue-D-Theta_F3,HighBeta_FP2-D-Gamma_PZ,HRV_SD1SD2-D-HRV_PI,Theta_FP2-D-Theta_C4,HRV_C1d-M-HRV_Cd,Alpha_C4-M-Gamma_F4,LowBeta_C4-D-HighBeta_C4,LowBeta_C3-M-Gamma_C4,HighBeta_F3-D-HighBeta_PZ,Alpha_FP1-M-Fatigue,HRV_PIP-D-HRV_Cd,Alpha_FP2-D-Theta_F4,Alpha_FP2-D-Theta_FP1,LowBeta_C4-D-LowBeta_F4,LowBeta_PZ-D-HighBeta_C3,HRV_PSS-M-HRV_PI,HRV_CVNN-D-HRV_LFn,Alpha_FP2-D-Alpha_C4,HighBeta_FP1-D-HighBeta_F4,Theta_C4-D-Alpha_F4,lf-L,Gamma_PZ-D-Gamma_C4,Fatigue-D-Alpha_F4,Alpha_FP1-D-Alpha_PZ,Gamma_FP1-M-Fatigue,LowBeta_F3-D-HighBeta_FP1,Gamma_C3-D-Gamma_PZ,LowBeta_FP1-D-Load,Alpha_F3-D-Load,LowBeta_C4,Gamma_FP2-D-Fatigue,Alpha_C3-D-Theta_F4,Alpha_PZ-D-Load,Theta_C3-D-Theta_PZ,bpm-M-HRV_DFA,LowBeta_FP1-D-Gamma_C3,LowBeta_FP2-D-Gamma_PZ,HRV_PAS-M-HRV_CorrDim,lf-D-p_total,Alpha_FP1-D-Theta_F4,HighBeta_FP2-D-Gamma_C3,HRV_HTI-M-HRV_CMSE,LowBeta_F4-D-HighBeta_PZ,HRV_MedianNN-M-HRV_PIP,Alpha_F4-D-Theta_FP2,HRV_IQRNN-D-HRV_SampEn,HRV_RMSSD-D-HRV_SDSD,Theta_F3-D-Theta_PZ,breathingrate-D-HRV_DFA,HRV_MeanNN-D-HRV_MedianNN,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.6399376,0.020408163,0.020408163,0.63265306,0.2857143,0.020408163,0.020408163,0.3570607,0.36245498,0.6696547,0.6023429,0.7318144,0.55409354,0.5680691,0.40380588,0.6170448,0.4911861,0.39466694,0.3984338,0.67752844,0.30494422,0.5105908,0.6512085,0.5655828,0.6038169,0.69371736,0.68180704,0.6308373,0.30849817,0.7565412,0.6912767,0.5336008,0.3659862,0.6740337,0.52016413,0.571728,0.66794586,0.5852399,0.6260064,0.6138104,0.6328864,0.45314148,0.6675721,0.5049868,0.5412518,0.5744991,0.28544834,0.6150216,0.20108013,0.33348867,0.60782975,0.68589145,0.20532712,0.576137,0.59675556,0.45705652,0.67307,0.36975095,0.42972416,0.6733249,0.31688082,0.66756725,0.5380913,0.4863618,0.47021675,0.42810115,0.35707647,0.6468105,0.6931192,0.59994036,0.50154847,0.65653914,0.6433825,0.55461824,0.28139547,0.3654502,0.6165308,0.3746473,0.5991056,0.49102688,0.64013267,0.5904627,0.60752714,0.6911133,0.5052153,0.47629467,0.6770118,0.23177947,0.48329332,0.63865685,0.5724603,0.71272403,0.46631908,0.45911008,0.3376104,0.6543619,0.41444254,0.4934662,0.5115737,0.53445125,MT01,3,-0.3,4.0,Bueno,Negativo
0.59710187,0.63265306,0.020408163,0.2857143,0.020408163,0.020408163,0.020408163,0.48926392,0.59080976,0.63153213,0.41435853,0.7494405,0.5018891,0.5617097,0.5249873,0.6395779,0.44395486,0.39726067,0.5666952,0.7330498,0.2698965,0.404379,0.65319806,0.35181022,0.6307367,0.69523895,0.48956555,0.6147848,0.4377245,0.6002053,0.697961,0.3913621,0.2136997,0.6713949,0.5439621,0.5737627,0.6886885,0.66755134,0.57315475,0.6167246,0.622846,0.3306768,0.56085575,0.49681854,0.4919552,0.57567084,0.2806059,0.6129555,0.31480622,0.32813695,0.58188874,0.611877,0.20735875,0.75819826,0.48573372,0.4096472,0.5469671,0.51282316,0.27932948,0.6737106,0.7672917,0.62863815,0.38981718,0.34778354,0.4687236,0.6405397,0.394784,0.6900282,0.61116457,0.5261458,0.44368955,0.6528562,0.5896529,0.57511026,0.27668455,0.3244238,0.5726571,0.38398114,0.58747476,0.3107475,0.6093955,0.56888884,0.6038555,0.6828062,0.72653306,0.4213119,0.5657215,0.32075727,0.5657658,0.5688762,0.5549958,0.7675322,0.5029808,0.5833731,0.20185696,0.50080854,0.43589774,0.45033973,0.13172236,0.49739257,MT01,3,-0.3,4.0,Bueno,Negativo
0.26028717,0.2857143,0.020408163,0.020408163,0.63265306,0.020408163,0.020408163,0.46877038,0.5708502,0.54381055,0.39194524,0.7596736,0.5190181,0.5709901,0.4981763,0.6564283,0.42900208,0.39821628,0.82247454,0.39637086,0.26452786,0.5017828,0.64398265,0.34301433,0.63823724,0.69595855,0.37275058,0.5791761,0.68409216,0.62952256,0.6966747,0.41939735,0.2748583,0.6686421,0.4581887,0.60735095,0.7114182,0.65684795,0.5869226,0.61636376,0.6530167,0.34948367,0.3807257,0.49447665,0.5441292,0.5729704,0.28202292,0.6106075,0.6560567,0.32473066,0.60693866,0.6446686,0.27277318,0.73764676,0.85366005,0.4732788,0.5144763,0.4883753,0.20439944,0.66551435,0.794746,0.63802147,0.5011724,0.33294457,0.47725636,0.604183,0.7647634,0.7149274,0.58506596,0.5292684,0.5199346,0.651917,0.60535717,0.55331534,0.27500534,0.31091392,0.58741844,0.38244796,0.5697639,0.30558652,0.5856162,0.56986773,0.60130316,0.6516433,0.4811766,0.42759663,0.59895045,0.8449873,0.5406449,0.5496123,0.56711924,0.54536843,0.5418175,0.4958267,0.25214288,0.2672739,0.502754,0.37891713,0.6895478,0.30146936,MT01,3,-0.3,4.0,Bueno,Negativo
0.47096953,0.63265306,0.020408163,0.020408163,0.2857143,0.020408163,0.020408163,0.5501476,0.6745092,0.71834034,0.42812717,0.7891144,0.49248478,0.60113627,0.59824574,0.66036963,0.42016497,0.40814447,0.65211165,0.71761477,0.24525495,0.44685185,0.6422912,0.29278484,0.6424768,0.69557923,0.68771994,0.5550104,0.3941479,0.6314923,0.69884056,0.34891194,0.25548226,0.6678906,0.46287492,0.6140709,0.7995008,0.59214896,0.52576804,0.6175599,0.6517245,0.48440245,0.4481298,0.4936858,0.5207795,0.57302195,0.29199314,0.6097073,0.5569361,0.32340172,0.5923047,0.74049747,0.4516855,0.78274417,0.61380666,0.45908734,0.5264087,0.4801542,0.095451824,0.6626628,0.544499,0.5922818,0.40528482,0.25159192,0.4298611,0.13152951,0.6937307,0.7304527,0.55880296,0.4758884,0.48506042,0.5732618,0.56405336,0.5476565,0.27525935,0.24356662,0.646517,0.38699841,0.55336916,0.35267523,0.5698881,0.544412,0.5996813,0.6808297,0.72772413,0.4645861,0.72983754,0.6323091,0.549845,0.42813054,0.59351087,0.45510826,0.72564775,0.3498466,0.23685436,0.34431493,0.91905063,0.4269403,0.15141681,0.30728477,MT01,3,-0.3,4.0,Bueno,Negativo
0.67495984,0.05263158,0.05263158,0.05263158,0.7368421,0.05263158,0.05263158,0.34245107,0.5783838,0.27835786,0.48433885,0.7474035,0.5358425,0.5749719,0.27389732,0.6531502,0.10784975,0.39772454,0.30978078,0.41238654,0.3168617,0.37488753,0.6522886,0.5336602,0.74728376,0.6942973,0.34280267,0.6173211,0.75220025,0.7136391,0.69410646,0.28076562,0.45780516,0.67285115,0.39258417,0.57094085,0.7127243,0.61368406,0.6660727,0.6149299,0.66842175,0.43448302,0.5429695,0.5023088,0.48595688,0.57018286,0.28646964,0.61053365,0.3966018,0.3331585,0.60304016,0.62735504,0.63284194,0.8115774,0.46790734,0.5728648,0.57781017,0.41403237,0.33181655,0.6737606,0.4986381,0.6810906,0.46839377,0.43057907,0.44819123,0.23829882,0.55890226,0.72369695,0.6309919,0.40858868,0.4811057,0.6604268,0.6366269,0.5913925,0.27971125,0.36080486,0.6179191,0.37773353,0.5914637,0.39374158,0.6431062,0.5905144,0.6023366,0.6802912,0.5541891,0.4343974,0.63334656,0.343295,0.7060089,0.6455941,0.51635253,0.23882806,0.5305074,0.30944905,0.24706215,0.5994074,0.4756884,0.42171896,0.4437932,0.7292401,MT01,4,-0.4,4.5,Excelente,Negativo
0.67995507,0.05263158,0.05263158,0.05263158,0.7368421,0.05263158,0.05263158,0.30130923,0.49075437,0.3722044,0.94356346,0.7574049,0.54731447,0.5700437,0.5607048,0.6332497,0.4471053,0.3995656,0.25922945,0.47226465,0.3340602,0.5621361,0.6538194,0.5766591,0.62910044,0.69000274,0.4406808,0.64551014,0.62279755,0.9658096,0.6904717,0.4669462,0.7403709,0.67538816,0.44549993,0.55639076,0.6765704,0.6227719,0.55214804,0.614888,0.6563658,0.39058056,0.5988373,0.5157273,0.5648243,0.5707731,0.29351217,0.6119952,0.37808058,0.3463585,0.6020854,0.5681396,0.5570864,0.6905121,0.31192878,0.6759255,0.9739362,0.098349944,0.19196697,0.67418456,0.4668323,0.6539558,0.43039343,0.6208126,0.4358125,0.56614536,0.4138468,0.69505036,0.9222809,0.60124004,0.62274045,0.8278807,0.64718324,0.58436847,0.29063645,0.42728004,0.596262,0.37813908,0.60519475,0.69670504,0.7002856,0.588886,0.6046537,0.6793264,0.49265933,0.43254718,0.58942056,0.41491058,0.74376506,0.63128036,0.49114788,0.3702677,0.22230087,0.38595065,0.14604822,0.7524042,0.43823305,0.40392634,0.56273973,0.730151,MT01,4,-0.4,4.5,Excelente,Negativo
0.74960667,0.7368421,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.22951429,0.30888057,0.5138548,0.96783745,0.76950526,0.5761635,0.5782709,0.35438174,0.62543327,0.38965413,0.39601362,0.15956636,0.5136581,0.32709286,0.6526615,0.6471623,0.45507756,0.65614355,0.68986195,0.59880626,0.62268126,0.6294754,0.9754898,0.684844,0.5057184,0.81358457,0.67111677,0.41569868,0.5776803,0.7326674,0.49835512,0.6425421,0.61166114,0.6634914,0.6999457,0.28684592,0.51229274,0.56675833,0.56958354,0.29665518,0.6129294,0.4789111,0.33922085,0.6251358,0.7429004,0.5255148,0.6337076,0.22129686,0.68535185,0.98153454,0.0739308,0.69960445,0.6700821,0.52557755,0.68458176,0.4900368,0.5715924,0.38317198,0.49766085,0.6315819,0.6721528,0.9197613,0.60447866,0.4701381,0.7788543,0.6664344,0.55628663,0.28962597,0.38344055,0.6831115,0.3680486,0.59762716,0.8038831,0.6479843,0.5942708,0.606863,0.69573724,0.47518614,0.494196,0.7759037,0.48591268,0.15357096,0.658476,0.54938805,0.38827914,0.53200483,0.40679583,0.22901848,0.8087614,0.4227721,0.51147586,0.59926856,0.7901665,MT01,4,-0.4,4.5,Excelente,Negativo
0.75297266,0.7368421,0.05263158,0.05263158,0.05263158,0.05263158,0.05263158,0.29955786,0.31437528,0.29872456,0.60042644,0.7519397,0.5757647,0.59216255,0.32447428,0.62615615,0.42507055,0.3969216,0.13232146,0.7143165,0.31969514,0.59049106,0.64791656,0.5617416,0.64014024,0.69415,0.26256117,0.62052935,0.48062414,0.7535146,0.6875181,0.51845735,0.6758555,0.67298037,0.492521,0.5815208,0.7454481,0.49066457,0.65168303,0.6121829,0.642758,0.687206,0.49652126,0.5117411,0.5647281,0.5736484,0.2922048,0.61421776,0.2435325,0.33626992,0.62638795,0.7686345,0.23309961,0.60956925,0.6418816,0.47726983,0.65923303,0.36593255,0.7184526,0.67157036,0.4116725,0.680778,0.5222633,0.35647112,0.36408564,0.6935256,0.61278707,0.62938327,0.6002846,0.59411937,0.5638441,0.5636131,0.6597554,0.5523991,0.28296417,0.3396683,0.67306125,0.36939815,0.5962076,0.5045943,0.66687024,0.5940829,0.60724765,0.69135344,0.8189448,0.5296847,0.79013836,0.24936813,0.5825601,0.6539046,0.59364635,0.48494166,0.7869751,0.2706794,0.30886543,0.7963412,0.4493166,0.5119899,0.41132224,0.79809767,MT01,4,-0.4,4.5,Excelente,Negativo
0.7050156,0.2857143,0.63265306,0.020408163,0.020408163,0.020408163,0.020408163,0.35920447,0.34029457,0.3654944,0.59405184,0.73023146,0.58134586,0.577099,0.42924237,0.64417493,0.5316698,0.39646026,0.28485045,0.34923512,0.34141985,0.5303716,0.64343685,0.46060878,0.575646,0.69429433,0.2658268,0.5894775,0.3634336,0.8618983,0.6863496,0.52303946,0.6000201,0.6678919,0.46839914,0.6011646,0.7012656,0.58567,0.6166108,0.6139301,0.65016043,0.44381148,0.49652126,0.5279202,0.55922127,0.57285357,0.28713986,0.61197615,0.4899123,0.3480882,0.59907037,0.64120847,0.50492543,0.60003996,0.2351373,0.54540896,0.68515444,0.25672656,0.36759,0.6664714,0.6566053,0.6644985,0.32490236,0.48323545,0.42801127,0.43140647,0.6265277,0.63465035,0.6860922,0.6144696,0.5809802,0.72378963,0.6563111,0.5463523,0.2880146,0.3805231,0.6173845,0.37486026,0.5801521,0.46074688,0.75414824,0.58749926,0.60429823,0.68361336,0.53178906,0.46478495,0.6540914,0.36100045,0.6655743,0.6316993,0.52960163,0.15298766,0.47227326,0.3153602,0.24123132,0.6286023,0.4615478,0.4729609,0.16768591,0.7152018,MT01,4,-0.4,4.5,Excelente,Negativo
0.6869108,0.8611111,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.24821497,0.21140778,0.5682915,0.605075,0.7176021,0.579912,0.5896532,0.3145787,0.5690335,0.47471535,0.39704436,0.34467867,0.5146546,0.48008546,0.4378178,0.64817244,0.31700137,0.6138273,0.6921267,0.34604487,0.62004083,0.19387788,0.7299179,0.6853494,0.5557062,0.443697,0.67304254,0.52616024,0.5766034,0.6992433,0.39355284,0.65459263,0.6117193,0.63050723,0.62271273,0.5344405,0.6047589,0.49506924,0.5743283,0.29570693,0.6181096,0.16495448,0.40792304,0.5952195,0.6680495,0.52723265,0.5157342,0.33541936,0.46713015,0.70603305,0.39189667,0.6623363,0.6715362,0.7821913,0.6859489,0.47726285,0.49672198,0.30502415,0.653617,0.7881357,0.59393597,0.5703141,0.6253862,0.3997549,0.50015396,0.66622514,0.500055,0.319166,0.5332973,0.7173997,0.3695223,0.5964849,0.45386055,0.95074236,0.59550005,0.6113783,0.6887332,0.5921747,0.49633345,0.78634465,0.373421,0.34487534,0.6609894,0.41228062,0.31895804,0.6699175,0.4461037,0.30857012,0.7477508,0.42596465,0.48074314,0.49287224,0.72587496,MT01,4,-0.4,4.5,Excelente,Negativo
0.726622,0.8611111,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.17274953,0.2766741,0.20618385,0.35384595,0.45043787,0.65514,0.5004516,0.33364505,0.7271445,0.34591213,0.58983743,0.24821965,0.351635,0.58185583,0.44370553,0.66755474,0.49906254,0.6735688,0.6780074,0.19569084,0.65914005,0.3388268,0.36731857,0.6107465,0.5274874,0.38586947,0.64788884,0.13570464,0.61280626,0.5792004,0.54235405,0.64893824,0.64418536,0.70631915,0.5410281,0.5988373,0.49498722,0.5073105,0.54768336,0.28984153,0.53387344,0.06457541,0.3569491,0.615554,0.5274086,0.38166353,0.59031636,0.5047815,0.6424046,0.26854214,0.62440664,0.9147293,0.64914435,0.27395785,0.6908467,0.29074737,0.84908956,0.21961594,0.45546412,0.6766495,0.5866498,0.66646636,0.60955715,0.47201836,0.44546854,0.698683,0.65423423,0.30127513,0.48822528,0.5630152,0.7865717,0.5096017,0.5070558,0.65912604,0.575609,0.27938527,0.6204404,0.56550634,0.5299375,0.55060613,0.108476646,0.580958,0.6792475,0.49654,0.12544316,0.27278346,0.25368726,0.2764159,0.79051363,0.43334743,0.82753885,0.65127015,0.7897978,MT01,4,-0.4,4.5,Excelente,Negativo
0.76187325,0.027777778,0.027777778,0.8611111,0.027777778,0.027777778,0.027777778,0.7077362,0.62262607,0.26369253,0.35841656,0.32182223,0.6805685,0.9931014,0.22863057,0.68295825,0.45833164,0.99094146,0.1568899,0.2662169,0.30904663,0.5376926,0.4614789,0.6806103,0.62309957,0.6737759,0.20699051,0.62890434,0.30611226,0.41132748,0.4500934,0.59865355,0.730818,0.64334923,0.13941443,0.6899168,0.038606495,0.008465972,0.6781844,0.6417362,0.70585316,0.47478837,0.398629,0.566397,0.55348176,0.5452055,0.86315423,0.5908185,0.23300208,0.38250038,0.75154114,0.9500996,0.49316636,0.34489325,0.21788386,0.7042217,0.24945052,0.58192956,0.6572538,0.07511491,0.50056094,0.61244905,0.96029955,0.6204865,0.61203676,0.21357904,0.46517834,0.22693086,0.41648543,0.3219032,0.56480044,0.0064344024,0.6909581,0.0025547629,0.3448078,0.65330285,0.015549128,0.75376874,0.38801315,0.5426337,0.7527238,0.5742749,0.511047,0.004309017,0.47101796,0.9854711,0.9712585,0.30603352,0.6448237,0.34968114,0.9708031,0.5203163,0.37617946,0.37786984,0.8520358,0.83202595,0.42029977,0.0050012455,0.8506182,0.77374995,MT01,4,-0.4,4.5,Excelente,Negativo
0.7427181,0.8611111,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.27042928,0.26971525,0.39302716,0.36784473,0.49784636,0.6251735,0.49444443,0.20316882,0.6641992,0.3358986,0.60292435,0.25736168,0.34805486,0.5523805,0.4304221,0.6716234,0.6972399,0.6772636,0.6745089,0.30135298,0.66537356,0.48012322,0.3637067,0.6487939,0.5590956,0.6839814,0.67507833,0.33793518,0.56062984,0.61743915,0.6197322,0.68482417,0.64459276,0.6785136,0.38532072,0.5344405,0.47961375,0.49103266,0.5600947,0.29329684,0.5989472,0.3380887,0.35330775,0.6314495,0.4154957,0.46852186,0.50502646,0.41240212,0.4588828,0.331569,0.65630347,0.6618286,0.6655721,0.66155213,0.69211584,0.4882708,0.5330835,0.42992547,0.44397172,0.37979954,0.5987655,0.62444913,0.5721329,0.45667562,0.5276812,0.6829375,0.6095092,0.29949838,0.46590182,0.5452587,0.8027923,0.56003153,0.45358908,0.6100159,0.58834,0.5047273,0.4921488,0.42133608,0.448206,0.43313932,0.33362764,0.61661357,0.6794029,0.4280672,0.09896646,0.3729051,0.4816476,0.52912575,0.7539043,0.4007462,0.7072348,0.69035935,0.8770095,MT01,4,-0.4,4.5,Excelente,Negativo
0.7786865,0.7721519,0.012658228,0.012658228,0.17721519,0.012658228,0.012658228,0.23599464,0.24267954,0.6545296,0.43836278,0.5443626,0.62343717,0.49921545,0.16515835,0.68715715,0.2919116,0.6010964,0.1427422,0.69552094,0.4477412,0.50507635,0.67152655,0.5723261,0.6924674,0.67614335,0.6037952,0.6634081,0.6223422,0.41987118,0.6521412,0.56109095,0.5846385,0.67278874,0.28419432,0.5627494,0.67084605,0.6473557,0.69470114,0.6444753,0.68691295,0.37371635,0.30638328,0.46073392,0.52325845,0.55774915,0.2925494,0.5900834,0.24636328,0.32847512,0.6613177,0.5425481,0.18188158,0.49852273,0.6461921,0.45374653,0.42191288,0.6115359,0.608272,0.6659761,0.69966793,0.696994,0.58861715,0.42812508,0.45506498,0.82082766,0.5668537,0.63502336,0.62739897,0.5686141,0.43427488,0.56952053,0.6841666,0.6300749,0.28829947,0.3434807,0.5421804,0.7951782,0.5429328,0.48044813,0.46756172,0.5875777,0.47043005,0.50054514,0.6637019,0.45339414,0.4775312,0.2730417,0.30006355,0.6809539,0.53151643,0.66942,0.41425788,0.46686068,0.54613715,0.7941037,0.42826527,0.6622476,0.44970238,0.8179452,MT01,4,-0.4,4.5,Excelente,Negativo
0.7865387,0.8979592,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.26495412,0.33440536,0.80628467,0.6431474,0.52088976,0.6237914,0.49732018,0.31515193,0.6862254,0.36302814,0.61708736,0.07345907,0.8767018,0.49848068,0.6415766,0.6715772,0.8584252,0.6670155,0.67470574,0.8657664,0.6643506,0.88659406,0.4943226,0.65021783,0.5322236,0.7080294,0.6751786,0.22786972,0.5675621,0.64847195,0.630394,0.6544255,0.64494574,0.6946752,0.41445512,0.36668113,0.47842747,0.60663486,0.5533451,0.294234,0.58964634,0.42481494,0.3486964,0.654446,0.4756671,0.27028996,0.5794171,0.6597847,0.56236464,0.56167984,0.54928446,0.67759675,0.664018,0.70386046,0.68451136,0.3722789,0.44807535,0.47118914,0.5567086,0.26285198,0.66129,0.7148777,0.583887,0.57477045,0.6061062,0.68267655,0.62676036,0.29863274,0.39794326,0.54280657,0.818295,0.5441239,0.68825847,0.5844144,0.5846403,0.46205392,0.48420393,0.77486485,0.45328146,0.4576614,0.28775415,0.33100352,0.6746278,0.47830567,0.7310687,0.34791803,0.5775987,0.3947918,0.7591865,0.9592059,0.66240215,0.19567643,0.8534399,MT01,4,-0.4,4.5,Excelente,Negativo
0.5145413,0.8611111,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.27631915,0.28988293,0.7134578,0.7090027,0.5242811,0.62171865,0.4975668,0.28187206,0.6889968,0.3926315,0.6146088,0.52206635,0.6613562,0.46443304,0.9971626,0.67162573,0.3808133,0.6548706,0.6748922,0.7595934,0.66417146,0.47174224,0.46530733,0.65213555,0.5550662,0.42129272,0.67588276,0.22998251,0.5656259,0.67604464,0.65850186,0.6638758,0.6448749,0.69439757,0.39056867,0.6531577,0.46414822,0.96945935,0.55359703,0.2940165,0.588131,0.42376378,0.33222875,0.6529728,0.49941906,0.31899205,0.517709,0.2885133,0.5162936,0.65364635,0.5699992,0.6094507,0.66460437,0.49738306,0.6860559,0.4317942,0.40636724,0.49549836,0.4036917,0.17047183,0.66566306,0.7270341,0.5903795,0.9899271,0.61485267,0.6811546,0.63048065,0.2915628,0.34003812,0.5201264,0.81385666,0.54350895,0.71001524,0.48414624,0.58585083,0.4571448,0.5172069,0.83244216,0.45019174,0.43027708,0.50636125,0.9220059,0.6750982,0.5213746,0.5675367,0.3355572,0.23751174,0.4545154,0.51141757,0.51482916,0.68637455,0.7920027,0.405253,ST01,1,0.1,2.5,Regular,Positivo
0.6469216,0.63265306,0.2857143,0.020408163,0.020408163,0.020408163,0.020408163,0.20317507,0.2216471,0.45288393,0.51861024,0.55655605,0.63237727,0.49975505,0.22674185,0.67491156,0.34385905,0.599633,0.37144,0.4311036,0.42160177,0.44112286,0.67056906,0.50705636,0.67433435,0.6755396,0.44409484,0.66258824,0.45642495,0.39955944,0.6430571,0.5648591,0.6110505,0.6747091,0.2642985,0.57805175,0.68560916,0.67238086,0.6786797,0.64436054,0.68975115,0.36068973,0.30638328,0.4637614,0.5269967,0.5562255,0.2938433,0.59562325,0.4337604,0.32509306,0.6614781,0.51981395,0.5064955,0.4858228,0.5524557,0.46622851,0.4213377,0.6214831,0.50581723,0.66164786,0.42432436,0.6952191,0.5288652,0.43082833,0.49476856,0.35111427,0.48822665,0.6153631,0.6900071,0.59856915,0.5895688,0.58623075,0.68926525,0.6085228,0.29050606,0.3138459,0.5089845,0.7905891,0.5372726,0.6220854,0.44259807,0.5906026,0.49414912,0.52340084,0.5318741,0.45267558,0.43286413,0.5239728,0.78491163,0.68017536,0.548363,0.44411415,0.32993463,0.3287891,0.4622528,0.72098464,0.44334316,0.67363083,0.69397575,0.7294638,ST01,1,0.1,2.5,Regular,Positivo
0.5285375,0.63265306,0.020408163,0.2857143,0.020408163,0.020408163,0.020408163,0.19255756,0.17538029,0.19027999,0.73169917,0.4660705,0.6542489,0.50693375,0.22434226,0.67195237,0.38455606,0.5799796,0.5561413,0.22311273,0.45965526,0.3469026,0.6613249,0.21032643,0.658295,0.67543024,0.20522022,0.65636474,0.50733143,0.5114281,0.6079006,0.57272834,0.16767792,0.6734536,0.17801076,0.63795555,0.60913414,0.6332965,0.67930824,0.6433477,0.70103705,0.40268412,0.5868408,0.49316856,0.44056624,0.54992056,0.29720014,0.5967283,0.25221312,0.33412468,0.7258205,0.5083967,0.782667,0.45745692,0.70996374,0.5771868,0.56394416,0.52910125,0.48457593,0.6248729,0.25074726,0.6961012,0.7497617,0.53717715,0.50693786,0.09131691,0.6822133,0.5592872,0.7402077,0.6145333,0.3032681,0.6260404,0.697712,0.5112945,0.30456945,0.3363204,0.5199005,0.7563005,0.5065404,0.8196514,0.4994107,0.5948707,0.5111901,0.52000403,0.64618814,0.44065496,0.42020878,0.31849658,0.25279754,0.6745275,0.5284946,0.2787171,0.21547407,0.14237803,0.43032983,0.5085536,0.5064458,0.27192903,0.4078289,0.60842615,ST01,1,0.1,2.5,Regular,Positivo
0.53233534,0.8979592,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.2704058,0.19000775,0.262939,0.6382927,0.49486274,0.65305525,0.5240369,0.21981268,0.67112696,0.43951464,0.60211456,0.49819666,0.22490248,0.42375156,0.51240706,0.65902185,0.20104498,0.63300884,0.67571986,0.21386777,0.6537732,0.29973626,0.44692546,0.6112257,0.5783907,0.28122458,0.6732011,0.21419682,0.64620954,0.54789704,0.63998353,0.6804924,0.64355236,0.69645286,0.38790077,0.6277073,0.56387776,0.56615293,0.55292714,0.30425137,0.59719807,0.32411143,0.342016,0.7285783,0.476538,0.4849766,0.43542552,0.4166281,0.53251565,0.43725693,0.5790855,0.43140894,0.61297506,0.38087222,0.6909514,0.77845263,0.47979924,0.5036255,0.097728334,0.61881053,0.539449,0.65643823,0.60800105,0.6070024,0.60416377,0.6945934,0.47794613,0.33892748,0.36612606,0.509943,0.76978743,0.48161694,0.7868248,0.5510279,0.59308815,0.510194,0.51593906,0.65548635,0.41601488,0.38886297,0.3837099,0.705147,0.6663282,0.51455516,0.3620538,0.24884184,0.10565337,0.48164928,0.5160011,0.5146352,0.19573465,0.7186906,0.6853011,ST01,1,0.1,2.5,Regular,Positivo
