Alpha_C4-D-Alpha_PZ,LowBeta_PZ-D-Fatigue,LowBeta_F4-M-HighBeta_PZ,Fatigue,Alpha_PZ-M-LowBeta_C3,HRV_MeanNN-D-HRV_MedianNN,surprise,Fatigue-D-Alpha_C4,Gamma_F3-M-Fatigue,Alpha_PZ-I,HRV_MedianNN,Fatigue-D-Alpha_F4,Alpha_PZ-M-Alpha_F4,Alpha_F4-D-Fatigue,Alpha_PZ-D-Alpha_C4,Alpha_PZ-M-LowBeta_FP1,Alpha_C4-M-Load,Theta_C4-D-Theta_C3,Alpha_F4-D-Alpha_FP1,Fatigue-D-Load,Fatigue-D-Theta_FP1,Alpha_F3-M-Fatigue,Alpha_F4-M-Gamma_C3,Alpha_PZ-M-LowBeta_F3,HRV_pNN20-D-HRV_SD1SD2,Alpha_F4-M-Load,sdnn-D-HRV_pNN50,HRV_PAS-M-HRV_MSE,HRV_MSE-D-hr_mad,HRV_MedianNN-M-HRV_PIP,Alpha_C4-D-Theta_F3,bpm-M-HRV_SD1SD2,HRV_pNN50-M-HRV_PAS,happy,Alpha_C4-D-Alpha_C3,HRV_MeanNN-D-HRV_pNN20,Alpha_F4-D-Theta_FP1,Alpha_C3-D-Alpha_F4,Load-D-Fatigue,Alpha_FP1-D-Alpha_FP2,bpm-M-HRV_pNN50,Alpha_F4-D-Theta_C4,bpm-M-HRV_ApEn,Alpha_F4-M-Fatigue,neutral,HRV_MeanNN-D-HRV_CVI,Theta_F4-D-Theta_C3,bpm,LowBeta_F3-D-HighBeta_FP1,Fatigue-D-Alpha_FP1,HighBeta_PZ-D-HighBeta_C3,HRV_PIP-D-HRV_IALS,LowBeta_PZ-D-LowBeta_F3,Alpha_C4-D-Alpha_FP1,Theta_F4-M-Load,bpm-M-HRV_CVI,HRV_pNN50-M-HRV_ApEn,LowBeta_FP2-M-Theta_F4,bpm-M-HRV_pNN20,Theta_C4-D-Alpha_C3,hr_mad-D-HRV_HTI,Gamma_F3-M-Load,HRV_MeanNN,HRV_MeanNN-M-HRV_PIP,HRV_pNN20-M-HRV_DFA,Alpha_PZ-D-Theta_C3,angry,Fatigue-D-Theta_F3,Alpha_C4-D-Theta_C3,sdnn-M-HRV_PAS,Theta_FP2-D-Alpha_C4,HRV_PSS-D-HRV_PI,bpm-D-HRV_pNN20,Theta_FP1-D-Theta_F4,LowBeta_F4-D-Gamma_C4,LowBeta_C4-D-HighBeta_C4,HighBeta_C4-D-HighBeta_F4,HRV_SD1SD2-M-HRV_DFA,HighBeta_C4,Alpha_F4-M-Theta_F4,HighBeta_PZ-D-LowBeta_F3,LowBeta_C3-M-Gamma_F4,HRV_CVNN-D-HRV_SD2a,HRV_CVI-D-HRV_PI,Alpha_F4-D-Alpha_C3,Alpha_PZ-M-Theta_F4,HRV_MCVNN-M-HRV_PAS,Alpha_FP2-D-Alpha_F4,HRV_pNN50-M-HRV_DFA,Theta_C4-D-Alpha_C4,Fatigue-D-Theta_PZ,Alpha_C4-M-Theta_F4,Alpha_PZ-D-Alpha_F4,Theta_C4-D-Theta_F3,Fatigue-D-Alpha_F3,Gamma_F3-D-Alpha_F3,HRV_pNN20-D-HRV_C1d,HRV_RMSSD-D-HRV_SDSD,HRV_pNN50-D-HRV_CSI_Modified,Gamma_C4-D-Gamma_F4,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.5377289,0.4622324,0.64649063,0.64348793,0.44254333,0.77580035,0.083333336,0.58810717,0.40262002,0.4284867,0.084433734,0.58170253,0.58138126,0.53952754,0.5806951,0.4799669,0.6561619,0.13898298,0.23265357,0.61189693,0.4150303,0.57516044,0.4782937,0.4832893,0.36300224,0.6146235,0.785379,0.76647645,0.63224435,0.06975849,0.096375585,0.8380032,0.41433313,0.083333336,0.20057024,0.15012978,0.09700502,0.548864,0.5757881,0.6498798,0.675527,0.26885727,0.8396075,0.6008041,0.5833333,0.20210873,0.46454266,0.8515728,0.4621428,0.5199419,0.49572062,0.59642583,0.5183493,0.26241294,0.61176693,0.78604287,0.4704508,0.47902775,0.83059955,0.4829842,0.46016052,0.4241486,0.09710461,0.08237765,0.1912328,0.070856795,0.083333336,0.2901796,0.07670339,0.64841133,0.5361303,0.5983496,0.7630862,0.5417785,0.5890685,0.47743747,0.48288006,0.23088345,0.41862243,0.569987,0.47909388,0.51696706,0.9106232,0.21482828,0.29370826,0.57121956,0.5711042,0.5564265,0.21560831,0.78293115,0.36281493,0.5711392,0.6180007,0.24180737,0.5178229,0.6841144,0.589281,0.59394443,0.822514,0.36907354,MT01,4,-0.4,4.5,Excelente,Negativo
0.289498,0.46209717,0.60830843,0.6429709,0.43582428,0.6844251,0.1,0.6024844,0.4053962,0.285528,0.09746267,0.58247536,0.58425814,0.5390793,0.6727322,0.47852814,0.64585185,0.097222775,0.1916561,0.6125736,0.44653782,0.5761813,0.48019773,0.48224247,0.445169,0.6075813,0.8043577,0.8023917,0.6375246,0.052132867,0.038399205,0.7894643,0.35746124,0.1,0.021427872,0.21419962,0.10048557,0.5508547,0.5752826,0.6527801,0.6304215,0.279279,0.84934115,0.5910301,0.3,0.21444806,0.44409657,0.85938746,0.4459955,0.5201151,0.49550286,0.65687966,0.52215016,0.15772137,0.6095767,0.78582424,0.41787052,0.4792606,0.8016197,0.2458319,0.629795,0.4251343,0.09084504,0.043844678,0.045125686,0.17426711,0.1,0.27299604,0.038192026,0.63060176,0.5369649,0.44325334,0.79012954,0.54186195,0.5226572,0.40230095,0.4972032,0.029800268,0.43010113,0.56938845,0.47090268,0.5164585,0.85498863,0.16150166,0.11439397,0.57169825,0.41102025,0.55911905,0.071011804,0.7996987,0.36239493,0.5697,0.63221586,0.15743507,0.47510037,0.7809424,0.4043572,0.6000159,0.7900464,0.4209316,MT01,4,-0.4,4.5,Excelente,Negativo
0.3163856,0.46181405,0.5517738,0.6417233,0.43743658,0.66375655,0.1,0.603913,0.41067508,0.325285,0.07852972,0.58297765,0.5820724,0.5387332,0.6661494,0.4789058,0.6448703,0.12956686,0.17923544,0.610558,0.4131276,0.5744239,0.48225036,0.48250687,0.37098095,0.603253,0.71475965,0.809466,0.76849467,0.023313936,0.032098126,0.8308764,0.28352442,0.2,0.039150313,0.12077142,0.053012617,0.5506232,0.57675785,0.6532105,0.69772404,0.19028473,0.874623,0.5815314,0.1,0.15962723,0.44706565,0.8535422,0.5008693,0.5262209,0.48880866,0.5327274,0.5341087,0.1662598,0.61064357,0.77937883,0.5489803,0.4791866,0.8239086,0.38112587,0.52676624,0.42615476,0.06715868,0.015689744,0.753812,0.1323019,0.2,0.2660315,0.028796906,0.4569617,0.5388082,0.05758655,0.77011025,0.5426151,0.7259343,0.4424136,0.46792042,0.8504707,0.49640763,0.5692838,0.47137687,0.51413685,0.9098051,0.062473625,0.13741805,0.57161593,0.61238855,0.560053,0.66142994,0.8296634,0.32184994,0.56977004,0.6321574,0.21796541,0.53301126,0.6858751,0.6570881,0.62039375,0.8415695,0.3592858,MT01,4,-0.4,4.5,Excelente,Negativo
0.5921039,0.46243802,0.64436316,0.6442746,0.44623727,0.8289411,0.09090909,0.5872319,0.40605024,0.48169646,0.12897295,0.5822736,0.57803404,0.53920525,0.5398511,0.48075816,0.65760297,0.2516569,0.20323998,0.6113434,0.37127393,0.57259595,0.47970775,0.48388195,0.07813235,0.6118877,0.22411226,0.70409703,0.72082746,0.14243583,0.09295034,0.9038901,0.6201361,0.09090909,0.27099147,0.27725312,0.046075515,0.54855466,0.5761939,0.65892535,0.6940594,0.108364955,0.84290546,0.5959429,0.45454547,0.18556727,0.47618115,0.82849646,0.42275313,0.5203175,0.51115876,0.46961218,0.54072964,0.26996532,0.6140503,0.8214718,0.5497053,0.47880223,0.79364026,0.62191284,0.059814412,0.42501792,0.18025434,0.21665257,0.23799434,0.030288396,0.09090909,0.28156596,0.062371448,0.40498385,0.5372859,0.48355818,0.7509995,0.5417266,0.500012,0.39991638,0.5265969,0.6282114,0.3631795,0.5701825,0.4933278,0.5171633,0.87754065,0.44940403,0.31552637,0.57125384,0.5055281,0.5561779,0.31477267,0.84299445,0.3033845,0.5717247,0.61480516,0.41298804,0.57423824,0.5751306,0.4079633,0.54350257,0.76502484,0.41429424,MT01,4,-0.4,4.5,Excelente,Negativo
0.5910651,0.46205452,0.6307972,0.6429063,0.4444648,0.86883724,0.11111111,0.5807845,0.4066426,0.45756313,0.12897295,0.5818049,0.57994705,0.5394732,0.54078585,0.48046803,0.6589055,0.21778831,0.2512135,0.6123795,0.43515936,0.57279736,0.47884756,0.48361057,0.22184816,0.6128608,0.5097842,0.3268694,0.45461643,0.14784367,0.15445013,0.88748807,0.37101337,0.11111111,0.30086038,0.33034894,0.11471701,0.54831815,0.5754286,0.64856654,0.7080297,0.18976519,0.8214462,0.5987299,0.33333334,0.25005838,0.45719928,0.880018,0.51000726,0.5285214,0.5092357,0.47656965,0.54563713,0.34513453,0.6106147,0.8673679,0.39245442,0.47916478,0.85279495,0.57759184,0.42766586,0.42545348,0.20573527,0.2598049,0.38844514,0.058708377,0.11111111,0.31957594,0.10355191,0.35566723,0.5321696,0.48501673,0.7941439,0.54158694,0.50882614,0.44393557,0.51280427,0.6121125,0.39922884,0.5697908,0.50080913,0.5166824,0.7928088,0.29239008,0.33106428,0.5708327,0.28248563,0.55516905,0.3712564,0.80280834,0.35393268,0.57120824,0.6156505,0.3789225,0.5681412,0.58563936,0.2769745,0.5302651,0.6963225,0.42295343,MT01,4,-0.4,4.5,Excelente,Negativo
0.4748413,0.46162415,0.5955258,0.64122117,0.4395536,0.7275985,0.1,0.5881149,0.4045714,0.37309378,0.2177665,0.5822839,0.58186823,0.539199,0.6138425,0.47942513,0.6547732,0.19652872,0.25379008,0.61096025,0.43900618,0.5751067,0.47979254,0.48283276,0.36819983,0.6084281,0.21585698,0.7292434,0.8035912,0.23633507,0.12092886,0.7468999,0.43788093,0.1,0.20325892,0.42989185,0.09989902,0.5491972,0.5764705,0.64746314,0.5348935,0.19420019,0.87353593,0.5901182,0.2,0.32869467,0.45558912,0.7850458,0.55821246,0.5381638,0.4859615,0.6142703,0.52648133,0.33396792,0.60985255,0.7436169,0.54544383,0.47926202,0.7011399,0.5218668,0.017305879,0.42449552,0.24987157,0.28573385,0.59117824,0.12521423,0.1,0.31882685,0.0862698,0.2029079,0.53410816,0.71430653,0.7391444,0.5418521,0.6301975,0.5314765,0.44896275,0.70586663,0.52579045,0.56944287,0.4832491,0.5154129,0.73800296,0.41301942,0.26821968,0.57126796,0.20275757,0.5552767,0.47934532,0.8057587,0.33541754,0.57059896,0.6263603,0.33857515,0.51163995,0.6928901,0.2856629,0.9038707,0.6091826,0.38869745,MT01,4,-0.4,4.5,Excelente,Negativo
0.4931574,0.4617786,0.6216556,0.64191633,0.43944833,0.6665445,0.083333336,0.5848561,0.4028268,0.3712226,0.30890903,0.5819187,0.5826787,0.53941107,0.60530275,0.47932604,0.65683156,0.19911392,0.2622495,0.61130255,0.43336377,0.57540065,0.47880876,0.4828089,0.3139709,0.6117862,0.49130973,0.28715858,0.39127237,0.27311456,0.12997688,0.80470103,0.6450786,0.083333336,0.14580967,0.21487077,0.10814694,0.5497321,0.5762234,0.6501939,0.7465174,0.23584755,0.522245,0.59573543,0.5,0.14352146,0.4615763,0.6755913,0.48468828,0.53433156,0.48602036,0.23719819,0.5208154,0.34102046,0.6095926,0.7830024,0.58215725,0.4792657,0.7567367,0.43855548,0.6563496,0.42406937,0.33457363,0.2992822,0.49758387,0.14401977,0.083333336,0.31319967,0.11403136,0.6208504,0.53376883,0.6641262,0.5673957,0.5424486,0.6718992,0.64054966,0.44548336,0.64855194,0.53313476,0.56954676,0.47676334,0.5153498,0.756264,0.8282649,0.22289236,0.57123315,0.72391194,0.55362827,0.5971452,0.7855361,0.37201005,0.5707214,0.62469256,0.30156198,0.50400865,0.7022125,0.5435813,0.4882623,0.384442,0.37010345,ST01,1,0.1,2.5,Regular,Positivo
0.5121003,0.46153048,0.55755776,0.64077693,0.44477412,0.6264184,0.1,0.5975163,0.4079237,0.4623214,0.37999856,0.5826108,0.57750833,0.5389908,0.59558374,0.48059124,0.64920026,0.17131302,0.25620627,0.61003274,0.42569202,0.5727657,0.48094895,0.48365605,0.48202023,0.60591817,0.39029375,0.26283386,0.44498032,0.38745546,0.07789804,0.6948469,0.61840785,0.1,0.18307802,0.29334015,0.07461179,0.54901916,0.5771277,0.642248,0.7332895,0.19787611,0.49518737,0.5849305,0.4,0.21135285,0.45786545,0.6301354,0.55054206,0.54486656,0.48446843,0.26632056,0.5293464,0.2906529,0.61023736,0.7375927,0.60007805,0.4792455,0.70466447,0.5312327,0.51578164,0.42523453,0.40210116,0.41968787,0.5220346,0.06454158,0.1,0.31432799,0.056061372,0.52835584,0.53696257,0.537928,0.5478639,0.54223263,0.7226313,0.6024272,0.4400623,0.54599595,0.58663946,0.56934273,0.4841257,0.5137232,0.5741773,0.7531833,0.28209808,0.5706826,0.6948677,0.5565981,0.6282361,0.81926805,0.37550095,0.5700805,0.62037313,0.30279195,0.56353587,0.59076023,0.45395488,0.46832052,0.31802422,0.37379247,ST01,1,0.1,2.5,Regular,Positivo
0.6043165,0.46255806,0.59433526,0.64410764,0.4608865,0.60252386,0.1,0.61219513,0.40925166,0.6015976,0.41782236,0.58462197,0.55606526,0.5371267,0.5282894,0.48384005,0.6393639,0.30360365,0.13862078,0.61094975,0.40735593,0.5687538,0.48780325,0.4861687,0.17158414,0.5856281,0.39593965,0.39544702,0.50956273,0.46339568,0.056171905,0.79984766,0.6205342,0.1,0.30711126,0.44659328,0.013928068,0.54817086,0.57647836,0.6689045,0.6497998,0.055318624,0.6306615,0.55484617,0.3,0.28714114,0.48014146,0.6356559,0.44398716,0.5493628,0.50737935,0.34892112,0.5336171,0.18028855,0.6103693,0.71688557,0.5878458,0.47925752,0.6336846,0.6725756,0.44556,0.42584658,0.43668622,0.49947125,0.19919257,0.016854858,0.1,0.3696088,0.045896098,0.5345953,0.539502,0.5376312,0.59847635,0.543596,0.5888739,0.4657147,0.5217973,0.42609566,0.41017166,0.56827265,0.4808224,0.5157308,0.6992432,0.7131553,0.3402589,0.5687212,0.6479641,0.5588113,0.35511765,0.8659079,0.42002076,0.56893504,0.6130799,0.4426495,0.6093593,0.4898567,0.4940392,0.45942414,0.4932079,0.40546343,ST01,1,0.1,2.5,Regular,Positivo
0.57870716,0.46234328,0.60368615,0.6434687,0.43975848,0.6920399,0.11111111,0.56578946,0.4099371,0.3750119,0.30890903,0.5817148,0.5831105,0.5395211,0.55137414,0.47930792,0.664347,0.22990601,0.2988823,0.6135017,0.46078613,0.57253367,0.47919944,0.48285666,0.11815131,0.6132067,0.44831115,0.32215515,0.49123487,0.24653076,0.12326664,0.8447602,0.56562454,0.11111111,0.35210687,0.37117442,0.1516628,0.5485523,0.57457185,0.6661096,0.656948,0.12941998,0.7014629,0.6006451,0.33333334,0.22391792,0.41816488,0.68427056,0.38864782,0.542638,0.47982785,0.38655448,0.5259,0.48420042,0.609588,0.74703616,0.58876073,0.47927484,0.67603034,0.60748184,0.41316724,0.42673686,0.34671763,0.27910888,0.29142016,0.07017203,0.11111111,0.22582065,0.1072708,0.5085276,0.5243345,0.546718,0.63213855,0.5410423,0.82946837,0.5200862,0.516008,0.62430745,0.387391,0.5697014,0.43456647,0.5147262,0.77371705,0.7134195,0.31568775,0.5712529,0.6538017,0.5433472,0.40953752,0.80572635,0.2873554,0.5715895,0.6229419,0.3420814,0.5732727,0.5915946,0.45428106,0.48473367,0.5695188,0.26230058,ST01,1,0.1,2.5,Regular,Positivo
0.26998973,0.4425962,0.60601324,0.39187816,0.50542206,0.69097686,0.125,0.6221322,0.52488554,0.70615876,0.30890903,0.5682978,0.5298993,0.5421664,0.6772739,0.49376068,0.5605689,0.44009867,0.64783424,0.24149264,0.54134977,0.31443152,0.48225984,0.49291053,0.25004,0.63177353,0.47028282,0.5269323,0.39213502,0.37265882,0.42502028,0.8021354,0.73936915,0.125,0.41548187,0.2855902,0.5939285,0.5175034,0.61803037,0.42465588,0.72556806,0.6969146,0.65025526,0.3125078,0.25,0.19133218,0.6109935,0.665582,0.5326569,0.5786014,0.44664487,0.3813367,0.52059865,0.21487038,0.60977226,0.7502823,0.63716996,0.48105595,0.7100443,0.52005756,0.6678748,0.41576302,0.3461965,0.43880707,0.72780055,0.5726438,0.125,0.6243539,0.43017364,0.71187353,0.54363966,0.39345768,0.58859044,0.5178808,0.4609899,0.5338334,0.22586304,0.8708011,0.65257955,0.56579894,0.513124,0.5187987,0.75817424,0.68024164,0.6567669,0.5542202,0.7730608,0.5350595,0.732415,0.672078,0.63950425,0.526003,0.54866916,0.47593457,0.6431787,0.31616342,0.6065767,0.48546046,0.49954566,0.3358208,ST01,1,0.1,2.5,Regular,Positivo
0.2712367,0.44258243,0.61690784,0.39144537,0.50017977,0.6958854,0.11111111,0.6192278,0.52571994,0.6999911,0.34357807,0.5693629,0.5304423,0.54208356,0.6769888,0.49256977,0.5695013,0.44448122,0.6314363,0.24052571,0.529353,0.3463707,0.48326385,0.49211797,0.3964554,0.629887,0.50542164,0.25205657,0.4579134,0.3642015,0.46212977,0.7155539,0.51340395,0.11111111,0.38470057,0.34892353,0.57187885,0.5235128,0.61805123,0.39579713,0.6257145,0.6931413,0.6339652,0.29473966,0.22222222,0.27718422,0.61102176,0.6425056,0.51745087,0.5716413,0.45524445,0.30360746,0.51866406,0.21084292,0.6096358,0.7035747,0.56278723,0.48107344,0.6748389,0.47402224,0.49300548,0.41577718,0.39128998,0.43127277,0.5656673,0.58474094,0.11111111,0.6281022,0.45136702,0.4945944,0.5447424,0.64342266,0.58271116,0.5205989,0.5147896,0.48413232,0.25648713,0.6609569,0.6059539,0.5653855,0.520742,0.51880515,0.6218461,0.64828336,0.64580464,0.555187,0.620074,0.5457302,0.5619354,0.6435333,0.6286489,0.52852756,0.5606658,0.49173442,0.6376755,0.319587,0.5698724,0.4688432,0.40760958,0.30710214,ST01,1,0.1,2.5,Regular,Positivo
0.3194991,0.44282854,0.62352294,0.40086338,0.52326113,0.68884474,0.125,0.626936,0.5201566,0.72251797,0.30890903,0.5712217,0.5061475,0.54191613,0.6653594,0.49702317,0.55218655,0.45549086,0.6403181,0.23914303,0.5317084,0.23096494,0.48467898,0.49579075,0.42206648,0.6284726,0.3698906,0.12715204,0.42327547,0.16877966,0.44302008,0.79066855,0.52559304,0.125,0.43748993,0.15668194,0.554565,0.5168123,0.61808103,0.36961114,0.8020377,0.679854,0.55667436,0.28112042,0.25,0.14491001,0.61079043,0.66715777,0.40035495,0.5864879,0.4664927,0.19326824,0.5567585,0.20007133,0.61102045,0.7806249,0.67240006,0.48082584,0.7925395,0.5895028,0.6255324,0.41550803,0.3451554,0.17913724,0.5419296,0.5244858,0.125,0.64144105,0.3848277,0.40840587,0.5458055,0.2693639,0.52376986,0.51918566,0.45940965,0.42705798,0.27685463,0.61640453,0.58569807,0.56529444,0.56878495,0.5187982,0.69873905,0.72503906,0.65779155,0.5512814,0.62270224,0.54593027,0.6701796,0.74117815,0.6231161,0.52376306,0.54111356,0.5711509,0.6543272,0.30971366,0.6212402,0.4806177,0.44512212,0.33497402,ST01,1,0.1,2.5,Regular,Positivo
0.25361508,0.44272345,0.60329986,0.39601207,0.5111819,0.74362576,0.125,0.62670404,0.52293414,0.7124622,0.30890903,0.57097054,0.5161647,0.5419407,0.68095976,0.49458152,0.5429902,0.33161193,0.6156514,0.25141752,0.54445255,0.32218677,0.4846949,0.49376056,0.3185951,0.62639576,0.488947,0.21091808,0.39747024,0.14666924,0.39439967,0.79862195,0.5343622,0.125,0.37017816,0.23155074,0.57246697,0.5215841,0.6178124,0.43107074,0.76299286,0.70440584,0.53346467,0.27596325,0.375,0.16429451,0.6062653,0.6556529,0.45930988,0.5694601,0.44865492,0.45517853,0.49044406,0.11820351,0.6060796,0.772565,0.6266879,0.48171392,0.7496777,0.43205494,0.6482749,0.41590306,0.37387675,0.17417586,0.49621117,0.5557708,0.125,0.6283157,0.39200905,0.5041045,0.54464835,0.2806772,0.54667133,0.52397925,0.4595012,0.41615483,0.24738224,0.6436608,0.629689,0.5634915,0.50016886,0.51892525,0.76012087,0.7790241,0.6497854,0.5486388,0.6569832,0.5460185,0.62258244,0.60531527,0.64479756,0.5100479,0.5546495,0.3697419,0.6428585,0.31665173,0.64136213,0.47749144,0.4084633,0.33220938,ST01,1,0.1,2.5,Regular,Positivo
0.27041194,0.44281384,0.611364,0.39966193,0.52271616,0.6137246,0.11111111,0.6301483,0.52057654,0.72218055,0.37999856,0.5721018,0.50170374,0.5418246,0.6771774,0.49695998,0.52896845,0.33377475,0.61937326,0.25551245,0.5443226,0.346459,0.48579526,0.4954793,0.5687868,0.624132,0.63200635,0.23793887,0.43084535,0.24226661,0.3531565,0.6174827,0.45196387,0.11111111,0.32744282,0.36024743,0.5595026,0.52337366,0.6177205,0.41562003,0.63226473,0.7032081,0.56298494,0.26204547,0.33333334,0.26531583,0.607123,0.6456377,0.4503899,0.5778982,0.46103248,0.63085496,0.4923105,0.11546354,0.60601044,0.7159668,0.52187794,0.48173186,0.67387563,0.41608185,0.42417678,0.4158918,0.39636162,0.23626034,0.3735722,0.5401538,0.11111111,0.6278941,0.3772962,0.53366804,0.54504955,0.32226583,0.5870803,0.5244057,0.42109358,0.3714935,0.2700747,0.2898334,0.5964049,0.5630085,0.50939137,0.518915,0.583902,0.6721275,0.6461092,0.5455336,0.5733157,0.5469679,0.44158977,0.63104653,0.6536851,0.5043818,0.5477405,0.34474495,0.6395968,0.31887537,0.50164557,0.4705515,0.24534367,0.35026318,ST01,1,0.1,2.5,Regular,Positivo
0.25311047,0.44271818,0.6263522,0.3969374,0.49893263,0.6635686,0.125,0.62076956,0.5236554,0.69809973,0.37999856,0.5698635,0.5310253,0.54204154,0.6810717,0.49189436,0.5653266,0.45947948,0.6193277,0.25057578,0.5187209,0.35839358,0.48352173,0.4919196,0.39866978,0.629035,0.63976485,0.33470073,0.42490277,0.27743548,0.46833342,0.6385603,0.46690503,0.125,0.48942897,0.510605,0.55505925,0.5149805,0.6178312,0.43422717,0.52434975,0.69825417,0.657189,0.29717398,0.375,0.33379188,0.6138338,0.62723875,0.42382014,0.565859,0.47165054,0.33699372,0.52431035,0.16558221,0.6098824,0.67340326,0.5146307,0.48089713,0.5674245,0.53569806,0.5497693,0.41591567,0.419551,0.30313697,0.4035072,0.6056491,0.125,0.63354623,0.4788481,0.5534918,0.54483587,0.71608853,0.6226316,0.5220808,0.42541394,0.45904943,0.28319466,0.47230572,0.5791513,0.565517,0.5327599,0.5189097,0.6349416,0.77537256,0.66032547,0.55601996,0.63013434,0.54447126,0.42192802,0.6114773,0.6490869,0.5290206,0.5632894,0.47061676,0.636642,0.32076067,0.51337826,0.46445537,0.3092488,0.35126868,ST01,1,0.1,2.5,Regular,Positivo
0.31642684,0.44271824,0.6117183,0.3976524,0.5154849,0.7463629,0.125,0.6239141,0.5209398,0.7166381,0.34357807,0.57211304,0.50725603,0.5418234,0.6661389,0.49545762,0.55791014,0.40820488,0.61910665,0.24514522,0.5374849,0.3450801,0.4859094,0.49446002,0.49664387,0.6249091,0.6887912,0.2845643,0.46420795,0.272457,0.45581105,0.53077805,0.31608105,0.125,0.35498336,0.59717786,0.5507639,0.5264252,0.6179509,0.41460922,0.4537685,0.6889167,0.41144982,0.257747,0.375,0.35319582,0.60898495,0.6367901,0.44297972,0.5777988,0.447889,0.51499593,0.5152167,0.18871231,0.6084278,0.6709817,0.28881887,0.4812739,0.5094651,0.45622638,0.6366772,0.41567382,0.4187376,0.34562686,0.56974506,0.54937243,0.125,0.6374325,0.41982022,0.46073222,0.544689,0.4236289,0.65796036,0.5222153,0.43031314,0.5506981,0.2626467,0.59248114,0.6071654,0.5638515,0.5033619,0.5191038,0.48082903,0.59747964,0.6386845,0.5499323,0.49497634,0.54717606,0.5083727,0.65111244,0.61850935,0.5203805,0.5557986,0.49121457,0.63938123,0.3187699,0.3956541,0.46352187,0.18222773,0.3465202,ST01,1,0.1,2.5,Regular,Positivo
0.3360152,0.44279277,0.60949093,0.39949426,0.5247954,0.7052959,0.11111111,0.6261572,0.5198652,0.7237757,0.34357807,0.57202667,0.500125,0.54183275,0.661061,0.49725553,0.549872,0.42822587,0.6179173,0.24833174,0.54377925,0.25724685,0.48565304,0.49595118,0.40532285,0.6251892,0.67251337,0.2828518,0.3369861,0.3213549,0.46678644,0.6384384,0.5008056,0.11111111,0.4642064,0.5002329,0.5597272,0.5168838,0.61788094,0.4028172,0.55223894,0.690177,0.6065748,0.26316455,0.22222222,0.30404022,0.609445,0.64002067,0.4120117,0.5766206,0.44858515,0.50403404,0.5342572,0.15574344,0.6077119,0.6886232,0.48734656,0.48138854,0.57280904,0.55446583,0.54122835,0.4156978,0.39614105,0.38291553,0.5131243,0.54301137,0.11111111,0.64556193,0.4218187,0.60908854,0.54479545,0.46428266,0.63389677,0.52236277,0.45145458,0.5299678,0.25922355,0.59632015,0.6148183,0.5636388,0.5326977,0.5189144,0.58186615,0.62678206,0.6576875,0.5468199,0.6474172,0.54897755,0.5184278,0.67086524,0.63364476,0.5155555,0.54496986,0.5228816,0.65161955,0.311257,0.41606432,0.46893856,0.2996193,0.33672994,ST01,1,0.1,2.5,Regular,Positivo
0.27679405,0.4426221,0.59507,0.39194196,0.4979119,0.6509207,0.125,0.6173305,0.5251574,0.69671404,0.41782236,0.56885487,0.53406346,0.5421241,0.6757097,0.49181154,0.5752043,0.46139318,0.6369365,0.24018794,0.516717,0.27638105,0.48274696,0.4917911,0.30568817,0.63096076,0.51286256,0.13751124,0.4754465,0.406376,0.4857955,0.67285806,0.30715612,0.125,0.5431954,0.5642977,0.5634541,0.50990075,0.6180585,0.39537758,0.48062757,0.6939691,0.6077146,0.30392906,0.25,0.37901163,0.61215574,0.61108375,0.47776678,0.5731014,0.43396172,0.42169142,0.5210918,0.24024738,0.6101157,0.65623146,0.46487314,0.48092082,0.536581,0.5886347,0.43978107,0.4157454,0.45896965,0.45674384,0.51681906,0.5943548,0.25,0.6310435,0.4706865,0.29516447,0.5444269,0.6088289,0.6197129,0.52197826,0.6296902,0.5467825,0.21564572,0.67399985,0.6672056,0.56573933,0.5178796,0.51864195,0.6607228,0.63810277,0.6662137,0.5562205,0.4355039,0.54387903,0.47884792,0.6306184,0.62858963,0.5315662,0.5611001,0.5093527,0.64825684,0.31308556,0.46467552,0.45321435,0.34598523,0.2447016,ST01,1,0.1,2.5,Regular,Positivo
0.120173916,0.44269696,0.580625,0.39283687,0.50915736,0.55222094,0.125,0.6354677,0.5242775,0.7101051,0.4566382,0.5752081,0.49439403,0.541413,0.7089728,0.49389046,0.48875538,0.15624358,0.5400981,0.25620106,0.5309751,0.44635445,0.49107403,0.4934006,0.4253456,0.61230534,0.55992097,0.13928334,0.506968,0.35339934,0.26505587,0.5981841,0.2145479,0.125,0.14851417,0.52214545,0.4929877,0.53355175,0.61770487,0.4319996,0.5755193,0.71775156,0.5896706,0.18195808,0.375,0.29495567,0.59633213,0.578376,0.45803177,0.5563935,0.4479962,0.5546754,0.46602455,0.022674618,0.5938634,0.67678684,0.5602999,0.48402408,0.5346688,0.11570088,0.5152657,0.416074,0.46115544,0.3397101,0.22914165,0.5809468,0.125,0.62417686,0.3409429,0.23785841,0.54633933,0.18786843,0.58561224,0.5365492,0.53135175,0.21660209,0.24555904,0.23408023,0.6321987,0.554396,0.49873194,0.51874864,0.5320042,0.57643586,0.61216027,0.5354458,0.39568204,0.5607218,0.3610478,0.44671348,0.6627392,0.44331098,0.58141696,0.10249733,0.6054469,0.33932087,0.33501944,0.65917957,0.1933456,0.28827643,ST01,1,0.1,2.5,Regular,Positivo
